ID,Job_Title,Salary_Estimate,Rating,Company_Name,Size,Founded,Type_of_Ownership,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel
127,Other Data related Job,$26K-$55K (Glassdoor est.),3.8,Full Potential Solutions,501 to 1000,2017,Company - Private,Business Services,Unknown / Non-Applicable,0,0,26,55,40.5, MO,3,1,0,0,1,1
128,Other Data related Job,$61K-$118K (Glassdoor est.),3.7,Visa Inc.,10000+,1958,Company - Public,Information Technology,$10+ billion (USD),0,0,61,118,89.5, VA,62,1,0,1,0,0
129,Data Scientist,$60K-$102K (Glassdoor est.),4.4,Maven Wave Partners,201 to 500,2008,Company - Private,Business Services,$50 to $100 million (USD),0,0,60,102,81.0, IL,12,1,0,0,1,1
130,Senior Data Scientist,$112K-$182K (Glassdoor est.),4.0,Novetta,501 to 1000,2012,Company - Private,Information Technology,$100 to $500 million (USD),0,0,112,182,147.0, VA,8,1,0,0,1,0
131,Data Scientist,$64K-$106K (Glassdoor est.),3.2,"First Command Financial Services, Inc.",1001 to 5000,1958,Company - Private,Finance,$100 to $500 million (USD),0,0,64,106,85.0, TX,62,1,0,0,0,1
132,Other Data related Job,$51K-$112K (Glassdoor est.),2.9,Pharmavite,1001 to 5000,1971,Company - Private,Manufacturing,$1 to $2 billion (USD),0,0,51,112,81.5, CA,49,0,0,0,0,1
133,Other Data related Job,$113K-$223K (Glassdoor est.),3.8,BioMarin Pharmaceutical,1001 to 5000,1997,Company - Public,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),0,0,113,223,168.0, CA,23,0,0,0,0,1
134,Machine Learning Engineer,$72K-$129K (Glassdoor est.),4.3,Stratagem Group,1 to 50,2007,Company - Private,Aerospace & Defense,Unknown / Non-Applicable,0,0,72,129,100.5, CO,13,1,0,1,1,1
135,Other Data related Job,$71K-$123K (Glassdoor est.),3.4,PA Consulting,1001 to 5000,1943,Company - Private,Business Services,$100 to $500 million (USD),0,0,71,123,97.0, NY,77,1,0,1,0,1
138,Data Engineer,Employer Provided Salary:$120K-$145K,5.0,Gridiron IT,51 to 200,2017,Company - Private,Information Technology,Unknown / Non-Applicable,0,1,120,145,132.5, FL,3,0,0,0,0,0
139,Data Engineer,$80K-$120K (Glassdoor est.),4.3,Productive Edge,51 to 200,2008,Company - Private,Information Technology,$10 to $25 million (USD),0,0,80,120,100.0, IL,12,0,0,1,0,1
140,Other Data related Job,$80K-$130K (Glassdoor est.),3.7,Evolve Vacation Rental,201 to 500,2011,Company - Private,Travel & Tourism,Unknown / Non-Applicable,0,0,80,130,105.0, CO,9,1,0,0,0,0
141,Other Data related Job,$59K-$115K (Glassdoor est.),4.2,The Church of Jesus Christ of Latter-day Saints,10000+,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,59,115,87.0, UT,-1,0,0,0,1,1
142,Other Data related Job,$71K-$136K (Glassdoor est.),4.3,Maximus Real Estate Partners,51 to 200,2013,Company - Private,Real Estate,Unknown / Non-Applicable,0,0,71,136,103.5, CA,7,0,0,0,0,1
143,Other Data related Job,$81K-$167K (Glassdoor est.),2.6,Software Engineering Institute,501 to 1000,1984,College / University,Education,Unknown / Non-Applicable,0,0,81,167,124.0, PA,36,1,0,0,0,1
144,Other Data related Job,$49K-$85K (Glassdoor est.),3.8,PNNL,1001 to 5000,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,49,85,67.0, WA,55,1,0,0,0,0
145,Data Engineer,$60K-$114K (Glassdoor est.),3.9,AVANADE,10000+,2000,Company - Private,Information Technology,$2 to $5 billion (USD),0,0,60,114,87.0, DC,20,0,0,0,0,0
146,Other Data related Job,$71K-$204K (Glassdoor est.),4.3,h2o.ai,201 to 500,2011,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,71,204,137.5, IL,9,1,0,1,1,1
147,Lead Data Scientist,$75K-$125K (Glassdoor est.),3.8,PatientPoint,201 to 500,1987,Company - Private,Business Services,$100 to $500 million (USD),0,0,75,125,100.0, OH,33,1,0,0,0,1
148,Other Data related Job,$77K-$136K (Glassdoor est.),3.8,BlueCross BlueShield of Tennessee,5001 to 10000,1945,Nonprofit Organization,Insurance,$5 to $10 billion (USD),0,0,77,136,106.5, TN,75,0,0,0,0,1
149,Other Data related Job,$74K-$123K (Glassdoor est.),3.8,PNNL,1001 to 5000,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,74,123,98.5, WA,55,0,0,0,0,0
150,Senior Data Analyst,$44K-$78K (Glassdoor est.),4.8,KnowBe4,501 to 1000,2010,Company - Private,Business Services,$100 to $500 million (USD),0,0,44,78,61.0, FL,10,1,0,0,0,1
151,Other Data related Job,$65K-$148K (Glassdoor est.),4.4,KSM Consulting,51 to 200,2008,Company - Private,Business Services,Unknown / Non-Applicable,0,0,65,148,106.5, IN,12,1,0,1,1,0
152,Data Engineer,$59K-$110K (Glassdoor est.),3.9,Cogo Labs,51 to 200,2005,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,59,110,84.5, MA,15,1,0,1,0,0
153,Other Data related Job,$85K-$134K (Glassdoor est.),3.4,Church & Dwight,1001 to 5000,1846,Company - Public,Manufacturing,$2 to $5 billion (USD),0,0,85,134,109.5, NJ,174,1,0,0,0,1
154,Lead Data Scientist,$124K-$204K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,124,204,164.0, MA,169,1,0,1,1,0
155,Other Data related Job,$131K-$207K (Glassdoor est.),3.9,Genentech,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,131,207,169.0, CA,44,1,0,1,0,1
156,Senior Data Scientist,$110K-$174K (Glassdoor est.),3.8,Juniper Networks,5001 to 10000,1996,Company - Public,Other,$2 to $5 billion (USD),0,0,110,174,142.0, CA,24,1,0,1,1,1
157,Other Data related Job,$52K-$101K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,52,101,76.5, MA,239,0,0,0,0,1
158,Other Data related Job,$81K-$133K (Glassdoor est.),3.8,Legal & General America,501 to 1000,1981,Company - Private,Insurance,$500 million to $1 billion (USD),0,0,81,133,107.0, MD,39,1,0,0,0,1
159,Other Data related Job,$132K-$211K (Glassdoor est.),3.5,Western Digital,10000+,1970,Company - Public,Information Technology,$10+ billion (USD),0,0,132,211,171.5, CA,50,1,0,0,1,0
162,Other Data related Job,$74K-$140K (Glassdoor est.),4.2,The Church of Jesus Christ of Latter-day Saints,10000+,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,74,140,107.0, UT,-1,0,0,0,0,1
163,Other Data related Job,$100K-$190K (Glassdoor est.),3.5,Sunovion,1001 to 5000,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,100,190,145.0, MA,10,1,0,0,0,1
164,Senior Data Analyst,$43K-$80K (Glassdoor est.),2.9,National Student Clearinghouse,201 to 500,1993,Nonprofit Organization,Education,$25 to $50 million (USD),0,0,43,80,61.5, VA,27,1,0,0,0,1
165,Other Data related Job,$17-$24 Per Hour(Glassdoor est.),3.6,Tower Health,5001 to 10000,2017,Nonprofit Organization,Health Care,Unknown / Non-Applicable,1,0,17,24,20.5, PA,3,0,0,0,0,0
166,Other Data related Job,$91K-$149K (Glassdoor est.),2.7,State of Wisconsin Investment Board,51 to 200,1951,Government,Finance,$50 to $100 million (USD),0,0,91,149,120.0, WI,69,1,0,0,0,0
167,Other Data related Job,$42K-$82K (Glassdoor est.),4.4,Rubius Therapeutics,201 to 500,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,42,82,62.0, MA,7,0,0,0,0,0
168,Senior Data Scientist,$116K-$185K (Glassdoor est.),4.0,Autodesk,5001 to 10000,1982,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,116,185,150.5, CA,38,1,0,1,0,0
169,Other Data related Job,$59K-$116K (Glassdoor est.),4.3,OneMagnify,201 to 500,1967,Company - Private,Business Services,Unknown / Non-Applicable,0,0,59,116,87.5, MI,53,0,0,0,0,1
170,Data Engineer,$48K-$95K (Glassdoor est.),4.2,IZEA,51 to 200,2006,Company - Public,Business Services,$25 to $50 million (USD),0,0,48,95,71.5, FL,14,1,0,1,1,1
171,Other Data related Job,$31K-$72K (Glassdoor est.),3.6,Vionic Group,51 to 200,2006,Subsidiary or Business Segment,Retail,$100 to $500 million (USD),0,0,31,72,51.5, CA,14,0,0,0,0,1
172,Other Data related Job,$105K-$198K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,105,198,151.5, CA,239,0,0,0,0,1
173,Senior Data Analyst,$55K-$100K (Glassdoor est.),2.8,Dodge Data & Analytics,201 to 500,2014,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,55,100,77.5, NJ,6,1,0,0,0,1
174,Other Data related Job,$98K-$182K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,98,182,140.0, MA,239,0,0,0,0,1
175,Senior Data Scientist,$73K-$124K (Glassdoor est.),3.3,Plymouth Rock Assurance,1001 to 5000,1982,Company - Private,Insurance,$10 to $25 million (USD),0,0,73,124,98.5, NJ,38,0,0,0,0,1
176,Other Data related Job,Employer Provided Salary:$200K-$250K,-1.0,CA-One Tech Cloud,51 to 200,2017,Company - Private,Information Technology,$5 to $10 million (USD),0,1,200,250,225.0, CA,3,1,0,0,1,1
177,Other Data related Job,$21-$34 Per Hour(Glassdoor est.),3.6,Beebe Healthcare,1001 to 5000,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD),1,0,21,34,27.5, DE,85,0,0,0,0,0
178,Other Data related Job,$117K-$206K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,117,206,161.5, MA,239,0,0,0,0,0
179,Other Data related Job,$111K-$183K (Glassdoor est.),3.4,Argo Group US,1001 to 5000,1948,Company - Public,Insurance,$1 to $2 billion (USD),0,0,111,183,147.0, NY,72,1,0,1,1,0
180,Other Data related Job,$44K-$78K (Glassdoor est.),4.1,Associated Electric Cooperative,501 to 1000,1961,Company - Private,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,44,78,61.0, MO,59,0,0,0,0,1
181,Other Data related Job,$81K-$159K (Glassdoor est.),2.6,Software Engineering Institute,501 to 1000,1984,College / University,Education,Unknown / Non-Applicable,0,0,81,159,120.0, PA,36,1,0,0,0,0
182,Other Data related Job,$83K-$166K (Glassdoor est.),3.2,PennyMac,1001 to 5000,2008,Company - Public,Finance,$500 million to $1 billion (USD),0,0,83,166,124.5, AZ,12,1,0,0,0,1
183,Senior Data Scientist,$114K-$182K (Glassdoor est.),3.9,Zest AI,51 to 200,2009,Company - Private,Finance,$50 to $100 million (USD),0,0,114,182,148.0, CA,11,1,0,0,0,0
184,Other Data related Job,$42K-$76K (Glassdoor est.),4.7,DECISIVE ANALYTICS Corporation,51 to 200,1996,Company - Private,Aerospace & Defense,$25 to $50 million (USD),0,0,42,76,59.0, AL,24,1,0,0,0,1
185,Other Data related Job,$114K-$179K (Glassdoor est.),3.7,The Hanover Insurance Group,5001 to 10000,1852,Company - Public,Insurance,$5 to $10 billion (USD),0,0,114,179,146.5, MA,168,1,0,0,0,1
186,Other Data related Job,$60K-$123K (Glassdoor est.),2.9,Karyopharm Therapeutics Inc.,201 to 500,-1,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5, MA,-1,0,0,0,0,1
187,Other Data related Job,$100K-$166K (Glassdoor est.),3.0,Tempus Labs,501 to 1000,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0, IL,5,1,0,0,1,0
188,Other Data related Job,$108K-$173K (Glassdoor est.),4.7,Recursion Pharmaceuticals,51 to 200,2013,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,173,140.5, UT,7,1,0,0,1,0
189,Data Engineer,$48K-$93K (Glassdoor est.),3.7,P2 Energy Solutions,501 to 1000,-1,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5, LA,-1,0,0,0,0,1
190,Other Data related Job,$54K-$115K (Glassdoor est.),3.3,Rochester Regional Health,10000+,2014,Hospital,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5, NY,6,0,0,0,0,0
191,Other Data related Job,$60K-$127K (Glassdoor est.),4.0,ClearEdge,51 to 200,2002,Company - Private,Information Technology,$5 to $10 million (USD),0,0,60,127,93.5, MD,18,0,0,0,0,1
192,Other Data related Job,$90K-$179K (Glassdoor est.),4.4,Rubius Therapeutics,201 to 500,2013,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,179,134.5, MA,7,0,0,0,0,0
193,Other Data related Job,$138K-$224K (Glassdoor est.),3.9,Tapjoy,201 to 500,2007,Company - Private,Information Technology,$10 to $25 million (USD),0,0,138,224,181.0, CA,13,1,0,1,0,0
194,Other Data related Job,$54K-$115K (Glassdoor est.),3.3,Rochester Regional Health,10000+,2014,Hospital,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5, NY,6,0,0,0,0,0
195,Other Data related Job,$190K-$220K(Employer est.),4.1,Credit Sesame,51 to 200,2010,Company - Private,Information Technology,$50 to $100 million (USD),0,0,190,220,205.0, CA,10,1,0,1,1,0
196,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,San Manuel Casino,1001 to 5000,1986,Company - Private,Other,$100 to $500 million (USD),0,0,35,62,48.5, CA,34,0,0,0,0,1
197,Other Data related Job,$18-$25 Per Hour(Glassdoor est.),4.0,Texas Health Huguley Hospital,1001 to 5000,1977,Hospital,Health Care,$50 to $100 million (USD),1,0,18,25,21.5, TX,43,0,0,0,1,0
198,Other Data related Job,$39K-$66K (Glassdoor est.),2.4,Teasdale Latin Foods,501 to 1000,-1,Company - Private,Manufacturing,$100 to $500 million (USD),0,0,39,66,52.5, IL,-1,0,0,0,0,0
199,Other Data related Job,$81K-$167K (Glassdoor est.),2.6,Software Engineering Institute,501 to 1000,1984,College / University,Education,Unknown / Non-Applicable,0,0,81,167,124.0, PA,36,0,0,0,0,0
200,Other Data related Job,$42K-$86K (Glassdoor est.),3.5,Central California Alliance for Health,501 to 1000,1996,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),0,0,42,86,64.0, CA,24,0,0,0,0,0
201,Other Data related Job,$69K-$127K (Glassdoor est.),3.0,Pilot Flying J Travel Centers LLC,10000+,1958,Company - Private,Retail,$10+ billion (USD),0,0,69,127,98.0, TN,62,1,0,0,0,0
202,Other Data related Job,$21-$34 Per Hour(Glassdoor est.),3.6,Beebe Healthcare,1001 to 5000,1935,Nonprofit Organization,Health Care,$100 to $500 million (USD),1,0,21,34,27.5, DE,85,0,0,0,0,0
203,Other Data related Job,$40K-$68K (Glassdoor est.),3.3,Palermo's Pizza,501 to 1000,1964,Company - Private,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0, WI,56,0,0,0,0,0
204,Other Data related Job,$49K-$113K (Glassdoor est.),2.7,Advanced BioScience Laboratories,201 to 500,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0, MD,59,0,0,0,0,1
205,Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,Echo Global Logistics,1001 to 5000,2005,Company - Public,Other,$2 to $5 billion (USD),0,0,75,140,107.5, IL,15,0,0,0,0,0
207,Data Scientist,$66K-$112K (Glassdoor est.),3.7,Lockheed Martin,10000+,1995,Company - Public,Aerospace & Defense,$10+ billion (USD),0,0,66,112,89.0, VA,25,1,0,1,0,1
208,Other Data related Job,$76K-$125K (Glassdoor est.),4.8,Acuity Insurance,1001 to 5000,1925,Company - Private,Insurance,$1 to $2 billion (USD),0,0,76,125,100.5, WI,95,0,0,0,0,0
209,Other Data related Job,$44K-$86K (Glassdoor est.),3.8,Fareportal,1001 to 5000,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0, NY,18,0,0,0,0,1
210,Other Data related Job,$15-$25 Per Hour(Glassdoor est.),3.4,"Veterans Affairs, Veterans Health Administration",10000+,1930,Government,Government,Unknown / Non-Applicable,1,0,15,25,20.0, LA,90,0,0,0,0,0
211,Data Scientist,$53K-$92K (Glassdoor est.),4.3,Credera,201 to 500,1999,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable,0,0,53,92,72.5, TX,21,1,0,1,1,1
215,Data Scientist,$64K-$111K (Glassdoor est.),3.4,Spectrum Communications and Consulting,51 to 200,1992,Company - Private,Business Services,$10 to $25 million (USD),0,0,64,111,87.5, IL,28,0,0,0,0,0
216,Data Analyst,$65K-$120K (Glassdoor est.),3.1,NCSOFT,1001 to 5000,1997,Company - Public,Media,$10+ billion (USD),0,0,65,120,92.5, CA,23,1,1,0,0,1
217,Other Data related Job,$60K-$103K (Glassdoor est.),3.2,MITRE,5001 to 10000,1958,Nonprofit Organization,Government,$1 to $2 billion (USD),0,0,60,103,81.5, VA,62,1,0,1,0,0
218,Other Data related Job,$53K-$105K (Glassdoor est.),4.3,"Dayton Freight Lines, Inc.",1001 to 5000,1981,Company - Private,Other,Unknown / Non-Applicable,0,0,53,105,79.0, OH,39,0,0,0,0,0
222,Data Analyst,$33K-$62K (Glassdoor est.),2.8,Community Action Partnership of San Luis Obispo,501 to 1000,-1,Nonprofit Organization,Non-Profit,$50 to $100 million (USD),0,0,33,62,47.5, CA,-1,0,0,0,0,1
224,Data Analyst,$48K-$90K (Glassdoor est.),3.4,TrueAccord,51 to 200,2013,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,48,90,69.0, CA,7,1,0,0,0,1
225,Data Analyst,$34K-$64K (Glassdoor est.),4.0,DRB Systems,201 to 500,1984,Company - Private,Information Technology,$50 to $100 million (USD),0,0,34,64,49.0, ID,36,1,1,0,0,1
228,Other Data related Job,$42K-$76K (Glassdoor est.),3.7,Corcentric,201 to 500,1996,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,42,76,59.0, NJ,24,0,0,0,0,1
229,Data Scientist,$66K-$111K (Glassdoor est.),3.5,U.Group,201 to 500,2019,Company - Private,Information Technology,$25 to $50 million (USD),0,0,66,111,88.5, IN,1,0,0,0,1,0
233,Other Data related Job,$91K-$138K (Glassdoor est.),4.7,Systems Evolution Inc.,201 to 500,1992,Company - Private,Business Services,$50 to $100 million (USD),0,0,91,138,114.5, NY,28,1,0,0,0,1
235,Data Engineer,$62K-$114K (Glassdoor est.),4.4,Eventbrite,1001 to 5000,2006,Company - Public,Information Technology,$100 to $500 million (USD),0,0,62,114,88.0, TN,14,1,0,1,1,1
236,Other Data related Job,$71K-$129K (Glassdoor est.),4.1,Centro,501 to 1000,2001,Company - Private,Information Technology,$100 to $500 million (USD),0,0,71,129,100.0, IL,19,1,0,1,1,0
238,Data Scientist,$74K-$119K (Glassdoor est.),2.5,comScore,1001 to 5000,1999,Company - Public,Business Services,$1 to $2 billion (USD),0,0,74,119,96.5, OR,21,1,0,1,0,0
239,Other Data related Job,$55K-$97K (Glassdoor est.),4.2,SullivanCotter,201 to 500,1992,Company - Private,Business Services,Unknown / Non-Applicable,0,0,55,97,76.0, MN,28,1,0,0,0,1
240,Data Scientist,$15K-$16K(Employer est.),3.9,NPD,1001 to 5000,1966,Company - Private,Business Services,$100 to $500 million (USD),0,0,15,16,15.5, NY,54,0,0,0,0,1
241,Data Scientist,$61K-$106K (Glassdoor est.),4.3,Bakery Agency,1 to 50,2010,Company - Private,Business Services,Unknown / Non-Applicable,0,0,61,106,83.5, TX,10,1,0,0,0,1
243,Data Scientist,$127K-$199K (Glassdoor est.),3.9,Genentech,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,127,199,163.0, CA,44,0,0,0,0,1
244,Other Data related Job,$74K-$126K (Glassdoor est.),3.4,Blue Cross & Blue Shield of Rhode Island,501 to 1000,1939,Nonprofit Organization,Insurance,Unknown / Non-Applicable,0,0,74,126,100.0, RI,81,0,0,0,1,0
245,Research Scientist,$33K-$72K (Glassdoor est.),3.8,Boys Town,1001 to 5000,1917,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,33,72,52.5, NE,103,0,0,0,0,1
247,Other Data related Job,$37K-$63K (Glassdoor est.),3.3,The HSC Health Care System,501 to 1000,1883,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,0,37,63,50.0, DC,137,0,0,0,0,1
248,Other Data related Job,$67K-$119K (Glassdoor est.),3.4,Pro-Sphere Tek,201 to 500,2006,Company - Private,Business Services,$50 to $100 million (USD),0,0,67,119,93.0, TX,14,1,0,0,1,0
249,Data Scientist,$72K-$117K (Glassdoor est.),3.0,Ameritas Life Insurance Corp,1001 to 5000,1887,Company - Private,Insurance,$2 to $5 billion (USD),0,0,72,117,94.5, OH,133,1,0,0,0,0
251,Data Scientist,$78K-$126K (Glassdoor est.),3.7,Genworth,1001 to 5000,2004,Company - Public,Insurance,$5 to $10 billion (USD),0,0,78,126,102.0, NC,16,1,0,1,1,1
256,Other Data related Job,$116K-$194K (Glassdoor est.),3.2,"Numeric, LLC",1 to 50,-1,Company - Private,Business Services,$5 to $10 million (USD),0,0,116,194,155.0, PA,-1,1,0,1,1,1
258,Data Scientist,$83K-$133K (Glassdoor est.),3.9,Trace Data,51 to 200,2000,Company - Private,Insurance,$10 to $25 million (USD),0,0,83,133,108.0, CA,20,1,0,1,0,0
263,Other Data related Job,$45K-$82K (Glassdoor est.),4.2,Clearwater Analytics,501 to 1000,2004,Company - Private,Finance,$50 to $100 million (USD),0,0,45,82,63.5, ID,16,0,0,0,0,1
264,Data Scientist,$83K-$135K (Glassdoor est.),4.0,"Tekvalley, Corp.",1 to 50,-1,Company - Private,Information Technology,Less than $1 million (USD),0,0,83,135,109.0, CA,-1,1,0,0,0,0
265,Data Scientist,$70K-$122K (Glassdoor est.),3.5,BWX Technologies,5001 to 10000,1850,Company - Public,Aerospace & Defense,$500 million to $1 billion (USD),0,0,70,122,96.0, TN,170,1,0,0,0,0
267,Data Engineer,$70K-$132K (Glassdoor est.),3.2,PennyMac,1001 to 5000,2008,Company - Public,Finance,$500 million to $1 billion (USD),0,0,70,132,101.0, CA,12,1,0,0,1,1
269,Other Data related Job,$54K-$101K (Glassdoor est.),3.9,Vermeer,1001 to 5000,1948,Company - Private,Manufacturing,$1 to $2 billion (USD),0,0,54,101,77.5, IA,72,0,0,0,0,1
273,Data Scientist,$68K-$112K (Glassdoor est.),3.5,L&T Infotech,10000+,1997,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,68,112,90.0, CA,23,1,0,0,0,1
274,Information Security Data Analyst,$42K-$74K (Glassdoor est.),4.3,OceanFirst Financial,501 to 1000,1902,Company - Public,Finance,$5 to $10 billion (USD),0,0,42,74,58.0, NJ,118,0,0,0,1,0
