ID,Job_Title,Salary_Estimate,Rating,Company_Name,Size,Founded,Type_of_Ownership,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel
277,Data Scientist,$95K-$161K (Glassdoor est.),3.6,Sotheby's,1001 to 5000,1744,Company - Public,Retail,$500 million to $1 billion (USD),0,0,95,161,128.0, NY,276,1,0,0,0,0
280,Data Scientist,$76K-$126K (Glassdoor est.),2.3,Vanda Pharmaceuticals,201 to 500,2003,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,76,126,101.0, DC,17,1,0,0,0,1
282,Other Data related Job,$108K-$176K (Glassdoor est.),4.0,Novetta,501 to 1000,2012,Company - Private,Information Technology,$100 to $500 million (USD),0,0,108,176,142.0, VA,8,1,0,0,1,0
283,Senior Data Scientist,$130K-$208K (Glassdoor est.),4.1,CK-12 Foundation,1 to 50,2007,Company - Private,Education,Unknown / Non-Applicable,0,0,130,208,169.0, CA,13,0,0,0,1,1
286,Other Data related Job,$37K-$68K (Glassdoor est.),4.2,Opinion Dynamics,51 to 200,1987,Company - Private,Business Services,$10 to $25 million (USD),0,0,37,68,52.5, CA,33,1,0,0,0,0
287,Data Engineer,$52K-$99K (Glassdoor est.),4.6,Applied Information Sciences,501 to 1000,1982,Company - Private,Information Technology,$50 to $100 million (USD),0,0,52,99,75.5, TX,38,0,0,1,0,0
288,Senior Data Scientist,$105K-$173K (Glassdoor est.),3.7,Swiss Re,10000+,1863,Company - Public,Insurance,$10+ billion (USD),0,0,105,173,139.0, NY,157,1,0,0,0,1
289,Other Data related Job,$71K-$134K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,71,134,102.5, MA,239,1,0,1,1,1
290,Other Data related Job,$39K-$82K (Glassdoor est.),4.4,WK Dickson,201 to 500,1929,Company - Private,Business Services,$25 to $50 million (USD),0,0,39,82,60.5, SC,91,0,0,0,0,0
292,Other Data related Job,$88K-$162K (Glassdoor est.),3.9,Genentech,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,88,162,125.0, CA,44,0,0,0,0,1
293,Sr. Data Analyst,$60K-$102K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,60,102,81.0, MA,169,1,0,0,0,0
295,Other Data related Job,$55K-$99K (Glassdoor est.),3.4,General Dynamics Information Technology,10000+,1996,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),0,0,55,99,77.0, DC,24,0,0,0,0,1
296,Data Engineer,$67K-$117K (Glassdoor est.),4.1,ManTech,5001 to 10000,1968,Company - Public,Business Services,$1 to $2 billion (USD),0,0,67,117,92.0, VA,52,0,0,0,0,0
297,Other Data related Job,$92K-$150K (Glassdoor est.),3.8,Novartis,10000+,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,150,121.0, MA,24,0,0,0,0,0
298,Other Data related Job,$116K-$209K (Glassdoor est.),4.0,Autodesk,5001 to 10000,1982,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,116,209,162.5, CA,38,1,0,1,0,1
299,Other Data related Job,$38K-$82K (Glassdoor est.),3.9,Southwest Research Institute,1001 to 5000,1947,Nonprofit Organization,Business Services,$500 million to $1 billion (USD),0,0,38,82,60.0, TX,73,0,0,0,0,0
301,Big Data Engineer,$62K-$119K (Glassdoor est.),4.4,SpringML,1 to 50,2015,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,62,119,90.5, IN,5,1,0,1,0,0
304,Senior Data Scientist,$84K-$136K (Glassdoor est.),2.2,The Integer Group,501 to 1000,1993,Subsidiary or Business Segment,Business Services,$50 to $100 million (USD),0,0,84,136,110.0, TX,27,0,0,0,0,0
306,Clinical Data Analyst,$52K-$89K (Glassdoor est.),4.1,ManTech,5001 to 10000,1968,Company - Public,Business Services,$1 to $2 billion (USD),0,0,52,89,70.5, VA,52,0,0,0,0,0
308,Other Data related Job,$56K-$97K (Glassdoor est.),3.8,PNNL,1001 to 5000,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,56,97,76.5, WA,55,1,0,0,0,0
309,Data Engineer,$65K-$119K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,65,119,92.0, MA,169,1,0,1,0,1
311,Other Data related Job,$63K-$101K (Glassdoor est.),3.5,Esri,1001 to 5000,1969,Company - Private,Information Technology,$1 to $2 billion (USD),0,0,63,101,82.0, VA,51,1,0,0,0,0
314,Data Scientist,$127K-$202K (Glassdoor est.),3.3,Samba TV,201 to 500,2008,Company - Private,Business Services,Unknown / Non-Applicable,0,0,127,202,164.5, CA,12,0,0,0,0,0
315,Other Data related Job,$31K-$57K (Glassdoor est.),3.4,SV Microwave,201 to 500,1991,Company - Public,Other,$50 to $100 million (USD),0,0,31,57,44.0, FL,29,0,0,0,0,0
317,Data Engineer,$75K-$143K (Glassdoor est.),4.4,SpringML,1 to 50,2015,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,75,143,109.0, VA,5,1,0,1,0,0
318,Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,Sumo Logic,501 to 1000,2010,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,105,194,149.5, TX,10,0,0,1,1,0
319,Other Data related Job,$45K-$86K (Glassdoor est.),3.5,EAB,1001 to 5000,2007,Company - Private,Business Services,Unknown / Non-Applicable,0,0,45,86,65.5, DC,13,0,0,1,1,1
320,Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,Brighthouse Financial,1001 to 5000,2017,Company - Public,Insurance,Unknown / Non-Applicable,0,0,95,154,124.5, NC,3,1,0,1,0,1
321,Other Data related Job,$80K-$148K (Glassdoor est.),2.9,Affinity Solutions,51 to 200,1998,Company - Private,Business Services,Unknown / Non-Applicable,0,0,80,148,114.0, CA,22,1,0,1,0,0
322,Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,Citadel Federal Credit Union,501 to 1000,1937,Nonprofit Organization,Finance,Unknown / Non-Applicable,0,0,36,62,49.0, PA,83,1,0,0,0,0
324,Data Analyst,$50K-$92K (Glassdoor est.),3.7,CALIBRE Systems,501 to 1000,1989,Company - Private,Information Technology,$100 to $500 million (USD),0,0,50,92,71.0, VA,31,0,0,0,0,1
325,Other Data related Job,$67K-$135K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,67,135,101.0, MA,169,0,0,0,0,0
329,Information Security Data Analyst,$42K-$80K (Glassdoor est.),3.7,Motorola Solutions,10000+,1928,Company - Public,Information Technology,$5 to $10 billion (USD),0,0,42,80,61.0, IL,92,1,0,1,0,0
331,Other Data related Job,$68K-$139K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,68,139,103.5, KY,145,0,0,0,0,0
332,Other Data related Job,$34K-$92K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,34,92,63.0, MA,169,0,0,0,0,1
333,Other Data related Job,$54K-$71K (Glassdoor est.),3.0,Infosys,10000+,1981,Company - Public,Information Technology,$10+ billion (USD),0,0,54,71,62.5, CT,39,0,0,0,0,1
334,Data Engineer,$65K-$124K (Glassdoor est.),3.5,Alignment Healthcare,501 to 1000,2013,Company - Private,Health Care,Unknown / Non-Applicable,0,0,65,124,94.5, CA,7,1,0,1,1,1
336,Other Data related Job,$109K-$200K (Glassdoor est.),3.5,Sunovion,1001 to 5000,2010,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,109,200,154.5, MA,10,1,0,0,0,1
338,Other Data related Job,$61K-$113K (Glassdoor est.),3.7,Cboe Global Markets,501 to 1000,1973,Company - Public,Finance,$500 million to $1 billion (USD),0,0,61,113,87.0, KS,47,1,0,0,0,1
340,Data Engineer,$43K-$86K (Glassdoor est.),3.2,Guidepoint,501 to 1000,2003,Company - Private,Business Services,Unknown / Non-Applicable,0,0,43,86,64.5, NY,17,1,0,0,1,1
341,Other Data related Job,$74K-$149K (Glassdoor est.),2.1,Cerus Corporation,201 to 500,-1,Company - Public,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,74,149,111.5, CA,-1,0,0,0,0,1
342,Other Data related Job,$113K-$196K (Glassdoor est.),3.7,Takeda Pharmaceuticals,10000+,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113,196,154.5, MA,239,0,0,1,1,1
344,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,Maven Wave Partners,201 to 500,2008,Company - Private,Business Services,$50 to $100 million (USD),0,0,97,160,128.5, IL,12,1,0,0,1,1
345,Other Data related Job,$24-$39 Per Hour(Glassdoor est.),3.7,Vail Health,501 to 1000,1966,Hospital,Health Care,$100 to $500 million (USD),1,0,24,39,31.5, CO,54,0,0,0,0,0
349,Other Data related Job,$102K-$172K (Glassdoor est.),3.9,AstraZeneca,10000+,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,102,172,137.0, NY,107,1,0,0,0,0
350,Data Engineer,$74K-$124K (Glassdoor est.),4.0,Pinnacol Assurance,501 to 1000,1915,Nonprofit Organization,Insurance,$500 million to $1 billion (USD),0,0,74,124,99.0, CO,105,1,0,0,1,0
352,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,MathWorks,1001 to 5000,1984,Company - Private,Information Technology,$1 to $2 billion (USD),0,0,108,171,139.5, MA,36,1,0,0,0,0
353,Data Engineer,$76K-$142K (Glassdoor est.),3.4,MetroStar Systems,201 to 500,1999,Company - Private,Information Technology,$25 to $50 million (USD),0,0,76,142,109.0, MD,21,0,0,0,1,0
354,Other Data related Job,$202K-$306K (Glassdoor est.),3.3,Liberty Mutual Insurance,10000+,1912,Company - Private,Insurance,$10+ billion (USD),0,0,202,306,254.0, IL,108,1,0,0,0,0
355,Other Data related Job,$49K-$97K (Glassdoor est.),2.9,Audentes Therapeutics,201 to 500,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,49,97,73.0, CA,8,0,0,0,0,0
358,Other Data related Job,$65K-$134K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,65,134,99.5, NC,145,0,0,0,0,1
359,Other Data related Job,$32K-$59K (Glassdoor est.),3.3,National Interstate,501 to 1000,1989,Company - Private,Insurance,$500 million to $1 billion (USD),0,0,32,59,45.5, OH,31,0,0,0,0,0
360,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,Moser Consulting,51 to 200,1996,Company - Private,Business Services,$25 to $50 million (USD),0,0,87,158,122.5, IN,24,1,0,1,1,0
361,Other Data related Job,$107K-$173K (Glassdoor est.),3.9,TransUnion,5001 to 10000,1968,Company - Public,Finance,$1 to $2 billion (USD),0,0,107,173,140.0, IL,52,1,0,0,0,1
362,Other Data related Job,$56K-$99K (Glassdoor est.),3.2,MITRE,5001 to 10000,1958,Nonprofit Organization,Government,$1 to $2 billion (USD),0,0,56,99,77.5, VA,62,0,0,0,0,0
363,Other Data related Job,Employer Provided Salary:$25-$28 Per Hour,3.3,Mcphail Associates,1 to 50,1976,Company - Private,Other,Unknown / Non-Applicable,1,1,25,28,26.5, MA,44,0,0,0,0,1
364,Other Data related Job,$80K-$155K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,80,155,117.5, NC,145,0,0,0,0,1
365,Other Data related Job,$43K-$98K (Glassdoor est.),2.4,Crown Bioscience,501 to 1000,2006,Company - Private,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,43,98,70.5, CA,14,0,0,0,0,0
366,Other Data related Job,$45K-$78K (Glassdoor est.),4.8,HOVER,51 to 200,2011,Company - Private,Information Technology,$25 to $50 million (USD),0,0,45,78,61.5, CA,9,0,0,0,0,1
367,Other Data related Job,$44K-$96K (Glassdoor est.),2.9,Q2 Solutions,1001 to 5000,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,44,96,70.0, NY,5,0,0,0,0,1
368,Other Data related Job,$50K-$110K (Glassdoor est.),2.9,Q2 Solutions,1001 to 5000,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,50,110,80.0, GA,5,0,0,0,0,1
369,Other Data related Job,$61K-$119K (Glassdoor est.),3.4,Arbella Insurance,1001 to 5000,1988,Company - Private,Insurance,$100 to $500 million (USD),0,0,61,119,90.0, MA,32,0,0,1,0,1
371,Other Data related Job,$56K-$91K (Glassdoor est.),2.6,Software Engineering Institute,501 to 1000,1984,College / University,Education,Unknown / Non-Applicable,0,0,56,91,73.5, PA,36,0,0,0,0,1
374,Other Data related Job,$101K-$158K (Glassdoor est.),3.6,MassMutual,5001 to 10000,1851,Company - Private,Insurance,$10+ billion (USD),0,0,101,158,129.5, MA,169,1,0,1,1,1
375,Other Data related Job,$125K-$210K (Glassdoor est.),4.0,Pfizer,10000+,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,125,210,167.5, NY,171,0,0,0,1,1
376,Other Data related Job,$43K-$77K (Glassdoor est.),3.8,Associated Banc-Corp,1001 to 5000,1870,Company - Public,Finance,$1 to $2 billion (USD),0,0,43,77,60.0, WI,150,0,0,0,1,1
377,Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,Zest AI,51 to 200,2009,Company - Private,Finance,$50 to $100 million (USD),0,0,139,221,180.0, CA,11,1,0,0,0,1
378,Other Data related Job,$44K-$86K (Glassdoor est.),3.8,Fareportal,1001 to 5000,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0, NY,18,0,0,0,0,1
379,Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,Genesys,5001 to 10000,1990,Company - Private,Information Technology,$1 to $2 billion (USD),0,0,78,147,112.5, NC,30,1,0,1,1,0
380,Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,Moda Operandi,201 to 500,2010,Company - Private,Retail,$100 to $500 million (USD),0,0,65,110,87.5, NY,10,1,0,0,0,1
381,Other Data related Job,$37K-$66K (Glassdoor est.),3.3,Liberty Mutual Insurance,10000+,1912,Company - Private,Insurance,$10+ billion (USD),0,0,37,66,51.5, IN,108,1,0,0,0,1
382,Other Data related Job,$38K-$64K (Glassdoor est.),4.7,QK,51 to 200,1972,Company - Private,Business Services,$10 to $25 million (USD),0,0,38,64,51.0, CA,48,0,0,0,0,1
383,Other Data related Job,$43K-$82K (Glassdoor est.),3.1,Santander,10000+,1856,Company - Private,Finance,$10+ billion (USD),0,0,43,82,62.5, MA,164,1,0,0,0,1
384,Other Data related Job,$90K-$110K(Employer est.),3.4,Tivity Health,501 to 1000,1981,Company - Public,Health Care,Unknown / Non-Applicable,0,0,90,110,100.0, AZ,39,0,0,0,0,0
385,Data Engineer,$61K-$109K (Glassdoor est.),4.4,BRMi,51 to 200,2004,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,61,109,85.0, VA,16,1,0,1,1,0
386,Other Data related Job,$93K-$151K (Glassdoor est.),3.9,Luminar Technologies,201 to 500,2012,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,93,151,122.0, FL,8,1,0,0,1,0
387,Other Data related Job,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.",501 to 1000,1995,Company - Private,Information Technology,$100 to $500 million (USD),0,0,52,81,66.5, IL,25,1,0,0,0,0
388,Other Data related Job,$40K-$101K (Glassdoor est.),4.7,Veterans United Home Loans,1001 to 5000,2002,Company - Private,Finance,Unknown / Non-Applicable,0,0,40,101,70.5, MO,18,0,0,1,0,1
389,Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,Praetorian,51 to 200,2010,Company - Private,Business Services,$10 to $25 million (USD),0,0,97,180,138.5, TX,10,1,0,1,0,0
390,Other Data related Job,$81K-$134K (Glassdoor est.),3.4,PA Consulting,1001 to 5000,1943,Company - Private,Business Services,$100 to $500 million (USD),0,0,81,134,107.5, MA,77,0,0,1,0,1
391,Other Data related Job,$84K-$157K (Glassdoor est.),3.8,Agios Pharmaceuticals,501 to 1000,2008,Company - Public,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,84,157,120.5, MA,12,0,0,0,0,0
392,Other Data related Job,$49K-$113K (Glassdoor est.),2.7,Advanced BioScience Laboratories,201 to 500,1961,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0, MD,59,0,0,0,0,0
393,Other Data related Job,$68K-$139K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,68,139,103.5, KY,145,0,0,0,0,0
395,Other Data related Job,$121K-$203K (Glassdoor est.),4.0,Glassdoor,1001 to 5000,2007,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,121,203,162.0, CA,13,1,0,1,1,1
396,Other Data related Job,$52K-$85K (Glassdoor est.),3.5,Esri,1001 to 5000,1969,Company - Private,Information Technology,$1 to $2 billion (USD),0,0,52,85,68.5, CA,51,1,0,1,0,1
397,Other Data related Job,$81K-$140K (Glassdoor est.),3.4,Assurant,10000+,1978,Company - Public,Insurance,$5 to $10 billion (USD),0,0,81,140,110.5, OH,42,0,0,0,0,1
400,Other Data related Job,$83K-$148K (Glassdoor est.),3.7,F&G,201 to 500,-1,Subsidiary or Business Segment,Insurance,$100 to $500 million (USD),0,0,83,148,115.5, IA,-1,1,0,0,0,1
401,Other Data related Job,$60K-$101K (Glassdoor est.),3.8,PNNL,1001 to 5000,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,60,101,80.5, WA,55,0,0,0,0,0
402,Other Data related Job,$31K-$55K (Glassdoor est.),4.6,GreatAmerica Financial Services,501 to 1000,1992,Company - Private,Finance,$100 to $500 million (USD),0,0,31,55,43.0, IA,28,0,0,0,0,1
403,Other Data related Job,$102K-$178K (Glassdoor est.),4.4,Acceleron Pharma,201 to 500,2003,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,102,178,140.0, MA,17,0,0,0,0,1
405,Other Data related Job,$48K-$85K (Glassdoor est.),3.0,AmeriHealth Caritas,5001 to 10000,1983,Company - Private,Insurance,$5 to $10 billion (USD),0,0,48,85,66.5, PA,37,0,0,0,0,1
406,Other Data related Job,$66K-$123K (Glassdoor est.),4.7,Strategic Employment Partners,51 to 200,2006,Company - Private,Business Services,$1 to $5 million (USD),0,0,66,123,94.5, CA,14,1,0,0,1,0
407,Other Data related Job,$92K-$146K (Glassdoor est.),3.8,PNNL,1001 to 5000,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,92,146,119.0, WA,55,0,0,0,0,0
408,Other Data related Job,$21-$29 Per Hour(Glassdoor est.),3.2,Catholic Health Initiatives,10000+,1996,Nonprofit Organization,Health Care,$10+ billion (USD),1,0,21,29,25.0, NE,24,0,0,0,0,0
409,Other Data related Job,$10-$17 Per Hour(Glassdoor est.),2.7,FLEETCOR,5001 to 10000,2000,Company - Public,Finance,$2 to $5 billion (USD),1,0,10,17,13.5, TN,20,0,0,0,0,1
410,Other Data related Job,$150K-$239K (Glassdoor est.),3.3,Liberty Mutual Insurance,10000+,1912,Company - Private,Insurance,$10+ billion (USD),0,0,150,239,194.5, IL,108,1,0,0,0,0
411,Other Data related Job,$52K-$91K (Glassdoor est.),3.9,Southwest Research Institute,1001 to 5000,1947,Nonprofit Organization,Business Services,$500 million to $1 billion (USD),0,0,52,91,71.5, TX,73,1,0,0,1,1
412,Other Data related Job,$82K-$129K(Employer est.),3.7,Applied Research Laboratories,501 to 1000,-1,College / University,Education,Unknown / Non-Applicable,0,0,82,129,105.5, TX,-1,1,0,0,1,0
413,Other Data related Job,$47K-$101K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,47,101,74.0, NC,145,0,0,0,0,1
414,Other Data related Job,$49K-$76K (Glassdoor est.),3.7,Raytheon,10000+,1922,Company - Public,Aerospace & Defense,$10+ billion (USD),0,0,49,76,62.5, AL,98,0,0,0,0,1
415,Other Data related Job,$43K-$88K (Glassdoor est.),4.3,RTI International,1001 to 5000,1958,Nonprofit Organization,Business Services,$500 million to $1 billion (USD),0,0,43,88,65.5, NC,62,0,0,0,0,0
416,Other Data related Job,$124K-$199K (Glassdoor est.),3.6,TRANZACT,1001 to 5000,1989,Company - Private,Business Services,Unknown / Non-Applicable,0,0,124,199,161.5, NJ,31,1,0,0,1,1
417,Other Data related Job,$52K-$93K (Glassdoor est.),2.1,United BioSource,1001 to 5000,2003,Other Organization,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,52,93,72.5, PA,17,0,0,0,0,1
418,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,Figure Eight,51 to 200,2008,Company - Public,Information Technology,$10 to $25 million (USD),0,0,97,181,139.0, CA,12,1,0,0,1,1
419,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,Tapjoy,201 to 500,2007,Company - Private,Information Technology,$10 to $25 million (USD),0,0,100,173,136.5, CA,13,0,0,0,0,0
420,Other Data related Job,$53K-$96K (Glassdoor est.),3.8,Fareportal,1001 to 5000,2002,Company - Private,Travel & Tourism,$2 to $5 billion (USD),0,0,53,96,74.5, NY,18,1,0,1,0,0
421,Other Data related Job,$65K-$96K (Glassdoor est.),3.1,Reynolds American,5001 to 10000,1875,Company - Private,Manufacturing,$10+ billion (USD),0,0,65,96,80.5, NC,145,0,0,0,0,1
424,Data Scientist,$75K-$127K (Glassdoor est.),5.0,Royce Geospatial,51 to 200,2014,Company - Private,Aerospace & Defense,$10 to $25 million (USD),0,0,75,127,101.0, VA,6,1,0,0,0,0
428,Data Scientist,$94K-$139K (Glassdoor est.),3.6,Citi,10000+,1812,Company - Public,Finance,$10+ billion (USD),0,0,94,139,116.5, NJ,208,0,0,0,0,1
429,Other Data related Job,$176K-$289K (Glassdoor est.),4.7,Sage Intacct,501 to 1000,1999,Subsidiary or Business Segment,Information Technology,Unknown / Non-Applicable,0,0,176,289,232.5, CA,21,1,0,0,0,0
430,Data Scientist,$92K-$149K (Glassdoor est.),3.5,Scale AI,51 to 200,2016,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,92,149,120.5, CA,4,1,0,0,0,0
433,Data Scientist,$118K-$188K (Glassdoor est.),2.7,Change Healthcare,10000+,2007,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,118,188,153.0, CA,13,1,0,1,1,0
434,Data Scientist,$108K-$146K (Glassdoor est.),3.4,MZ,501 to 1000,2008,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,108,146,127.0, CA,12,1,0,1,0,0
435,Data Scientist,$65K-$106K (Glassdoor est.),4.7,HG Insights,51 to 200,2010,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,65,106,85.5, CA,10,1,0,1,0,1
